Name of the material,Power,Scan speed,Hatch space,Layer thickness,Direction of specimen,Size of feedstock,HIP treatment,Heat treatment,Surface finish,Fatigue temperature,Load ratio,Stress concentration factor of specimens,life,Stress amplitude
316L,250.0,800.0,100.0,50.0,0,45.9,NO HIP,NHT;,SURF polish,25,0.1,1.0,4.303196057420489,2.369160175060954
316L,250.0,800.0,100.0,50.0,0,45.9,NO HIP,NHT;,SURF polish,25,0.1,1.0,4.704150516839799,2.3342727574071556
316L,250.0,800.0,100.0,50.0,0,45.9,NO HIP,NHT;,SURF polish,25,0.1,1.0,4.974971994298069,2.296665190261531
316L,250.0,800.0,100.0,50.0,0,45.9,NO HIP,NHT;,SURF polish,25,0.1,1.0,5.184691430817598,2.255320757365108
316L,250.0,800.0,100.0,50.0,0,45.9,NO HIP,NHT;,SURF polish,25,0.1,1.0,5.432969290874405,2.209112703738592
316L,250.0,800.0,100.0,50.0,0,45.9,NO HIP,NHT;,SURF polish,25,0.1,1.0,5.988112840268352,2.158121150337495
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,3.8530895298518657,2.4313155065355248
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,3.8937617620579434,2.4313155065355248
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,3.9190780923760737,2.3934874581471752
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,3.9222062774390163,2.4315567410481447
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,3.986323777050765,2.394416655665352
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,4.107209969647869,2.3526262368308033
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,4.133538908370218,2.3526262368308033
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,4.748962861256161,2.176583180765493
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,4.895422546039408,2.2308064284688833
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.041392685158225,2.23159700556491
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.139879086401237,2.176958980586908
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.17897694729317,2.2308064284688833
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.281033367247727,2.176496411530367
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.318063334962762,2.2300144096042565
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.389166084364533,2.2308064284688833
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,5.540329474790874,2.1146776910108778
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,6.330413773349191,2.1146776910108778
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,6.413299764081252,2.176496411530367
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,6.622214022966295,2.1136760118971
Ti-6Al-4V,170.0,1200.0,100.0,30.0,90,34.5,NO HIP,NHT;,SURF as-built,25,0.1,1.0,6.814913181275074,2.1157103380123794
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF polish,25,0.1,1.0,5.068185861746161,2.607401403302025
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF polish,25,0.1,1.0,5.139879086401237,2.5824724529348537
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF polish,25,0.1,1.0,5.348304863048161,2.5825178836040625
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF polish,25,0.1,1.0,5.394451680826216,2.5279648356765816
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF polish,25,0.1,1.0,5.725094521081469,2.498103697638082
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF polish,25,0.1,1.0,6.698970004336019,2.466200102446737
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF shot peen,25,0.1,1.0,5.365487984890899,2.6308954814219887
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF shot peen,25,0.1,1.0,5.48572142648158,2.6073799534831883
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF shot peen,25,0.1,1.0,5.879095879500073,2.5825633095213574
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF shot peen,25,0.1,1.0,6.049218022670182,2.5562542431438247
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF shot peen,25,0.1,1.0,6.184691430817598,2.5284024379536176
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF shot peen,25,0.1,1.0,6.298853076409706,2.498269190440657
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF polish,25,0.1,1.0,4.851869600729766,2.607444299761739
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF polish,25,0.1,1.0,5.164352855784437,2.5826427934453213
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF polish,25,0.1,1.0,5.252853030979893,2.5562180464069217
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF polish,25,0.1,1.0,5.606381365110605,2.5282480404351686
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF polish,25,0.1,1.0,5.625312450961673,2.4983243406971716
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF polish,25,0.1,1.0,6.658964842664435,2.466051625699341
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF shot peen,25,0.1,1.0,4.865103974641128,2.582540597156637
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF shot peen,25,0.1,1.0,4.988112840268352,2.5561335756200836
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF shot peen,25,0.1,1.0,5.549003262025788,2.528170821087168
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF shot peen,25,0.1,1.0,5.552668216112194,2.4490770892633167
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF shot peen,25,0.1,1.0,5.7619278384205295,2.4983243406971716
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF shot peen,25,0.1,1.0,6.269512944217916,2.466111022489792
IN718,285.0,960.0,80.0,40.0,0,30.0,NO HIP,solution annealing + aging + aging,SURF shot peen,25,0.1,1.0,6.3560258571931225,2.4824447919182653
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,5.176091259055681,2.5408798163541726
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,5.301029995663981,2.4434663930886535
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,5.603144372620182,2.4835587709429454
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,5.845098040014257,2.45792729099725
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,6.0,2.17070165581607
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,6.0,2.4193277969967575
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,6.0,2.3125792949061394
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,6.298853076409706,2.2535076184826868
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,6.47567118832443,2.381169251279146
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,5.176091259055681,2.5558679889932696
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,5.303196057420489,2.516085643024291
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,5.60422605308447,2.4964175980535566
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,5.846337112129805,2.4193277969967575
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,6.0,2.4997832764382575
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,6.0,2.4326486600131068
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,6.0,2.2815560250343667
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,6.301029995663981,2.3894673270553692
IN718,370.0,700.0,130.0,40.0,90,27.0,NO HIP,NHT;,SURF polish,25,-1.0,1.0,6.477121254719663,2.4542196356600017
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,5.444044795918076,2.6018102001790284
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,5.502427119984433,2.5740081047376653
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,5.760422483423212,2.6768033122689654
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,5.850033257689769,2.574147064150723
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,6.041392685158225,2.512030328087411
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,6.045322978786658,2.6767667477998294
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,6.05307844348342,2.6768033122689654
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,6.060697840353612,2.6283173933030453
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,6.250420002308894,2.511896723680431
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,6.296665190261531,2.544179705718347
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,6.318063334962762,2.6987180404599256
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,6.440909082065217,2.699048170308035
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,6.6020599913279625,2.699204460058897
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,6.721810615212546,2.677232714343464
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,6.780317312140151,2.544154894561925
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,6.816241299991783,2.6771961860105447
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,6.896526217489555,2.6283582728872057
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,7.021189299069938,2.4770633449280033
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,7.021189299069938,2.543534154530138
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,7.021189299069938,2.5120169694961265
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,7.021189299069938,2.6536755143329525
IN718,160.0,1000.0,100.0,50.0,90,30.0,NO HIP,solution annealing + aging + aging,SURF machine,25,-1.0,1.0,7.021189299069938,2.6282254001672145
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,4.958563883221967,2.874968604018209
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,5.123851640967086,2.8745282018159157
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,5.212187604403958,2.8125657820089347
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,5.260071387985075,2.8749628121509065
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,5.429752280002408,2.812779707008964
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,5.45484486000851,2.813107075585307
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,5.513217600067939,2.8126928126861466
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,5.741151598851785,2.8123651315740426
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,5.749736315569061,2.740007212203047
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,6.060697840353612,2.7399676967595092
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,6.204119982655925,2.719927617893979
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,6.419955748489758,2.739714712745713
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,6.4623979978989565,2.740109935532852
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,6.534026106056135,2.7196626830180466
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,6.622214022966295,2.7400388219693808
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,6.808210972924222,2.719646119220798
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,7.004321373782642,2.7214148726243885
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging + aging,SURF machine,25,-1.0,1.0,7.008600171761918,2.699542895027404
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,5.089905111439398,2.812345061430921
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,5.136720567156407,2.813173855190246
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,5.209515014542631,2.813040285710375
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,5.267171728403014,2.777991979872234
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,5.294466226161593,2.812826489059427
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,5.503790683057181,2.8130937184320213
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,5.755112266395071,2.6767301802519694
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,5.810232517995084,2.698578963307436
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,5.903632516084238,2.6764649734090553
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,5.967547976218862,2.73999140645708
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,6.041392685158225,2.6991957787703416
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,6.110589710299249,2.7401573381068274
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,6.1673173347481764,2.7202668296797246
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,6.619093330626742,2.69837026403494
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,7.0,2.7201096669144573
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,7.0,2.653347606600808
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,7.004321373782642,2.6981092488324143
IN718,160.0,1000.0,150.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,7.004321373782642,2.6761080603905953
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging,SURF machine,25,-1.0,1.0,4.544068044350276,2.6011687738296927
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging,SURF machine,25,-1.0,1.0,4.741151598851785,2.4767157239260635
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging,SURF machine,25,-1.0,1.0,4.741151598851785,2.1766699326681493
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging,SURF machine,25,-1.0,1.0,5.617000341120899,2.3015074570384364
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging,SURF machine,25,-1.0,1.0,5.978636948384474,2.35210530333973
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging,SURF machine,25,-1.0,1.0,6.788168371141167,2.0005208409361854
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging,SURF machine,25,-1.0,1.0,6.791690649020118,2.0970489650111306
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging,SURF machine,25,-1.0,1.0,6.998695158311656,2.301138555715016
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging,SURF machine,25,-1.0,1.0,6.998695158311656,2.0961449812943447
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging,SURF machine,25,-1.0,1.0,6.998695158311656,2.3524912399881646
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging,SURF machine,25,-1.0,1.0,6.999565488225982,1.8737854608182007
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging,SURF machine,25,-1.0,1.0,7.0,2.0000434272768626
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging,SURF machine,25,-1.0,1.0,7.004321373782642,2.242963591821483
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar;",aging,SURF machine,25,-1.0,1.0,7.004321373782642,2.1755697927349913
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,4.363611979892144,2.6994301126724767
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,4.519827993775719,2.653444075754652
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,4.592176757395867,2.6769678142947586
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,4.833147111912785,2.8760098838779706
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,4.851869600729766,2.875344909805468
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,4.871572935545879,2.8752291581338105
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,4.903632516084238,2.653665873520878
IN718,160.0,1000.0,200.0,50.0,90,30.0,"HIP 1160 C, 4 hour, 1500 bar; HIP 710 C, 8 hour, 1000 bar; HIP 610 C, 8 hour, 900 bar;",NHT;,SURF machine,25,-1.0,1.0,5.0,2.813220594804748
